,name,weights,x,y
0,0.0,810.3408823740957,21.96121687547347,53.70604007127827
1,0.0,576.8698948292421,-55.71295511214273,-42.06458122029284
2,0.0,576.5782691296514,8.00756150102238,64.40363777591301
3,0.0,277.1519414198179,-3.6040574941601875,173.48744569004282
4,0.0,519.8111491254267,-69.12211682617172,-87.01391946539783
5,0.0,760.2159745724426,87.08685998658547,-12.739173262956797
6,0.0,265.56637241806027,-29.674798217668,147.18254606329208
7,0.0,258.2467795126181,46.736887670400876,36.432653911122
8,0.0,142.42589445783494,-49.852158154082204,6.765570724530221
9,0.0,909.7169428460838,26.260302711281227,34.122963402759325
10,0.0,299.5710011893166,-60.882630389465234,-124.99929602341625
11,0.0,480.7715062568645,-53.625363446375324,-51.892432642146304
12,0.0,994.5635179028234,34.44730702935419,-138.25351910429308
13,0.0,25.36305252137194,-73.71236216335649,32.51216252547789
14,0.0,873.7772300339149,-29.749806873192647,56.403385028362635
15,0.0,854.9482185667106,-83.46328191647834,94.16639957932773
16,0.0,705.1761720970935,-48.975639372337355,32.96869837083716
17,0.0,315.2530038383634,-23.4767773509637,165.18992464360235
18,0.0,169.81566402592284,-18.883754451556158,-71.40916203855016
19,0.0,767.8562682162875,15.717871469146417,-49.733776951862524
20,0.0,684.3044336414088,8.508550865952913,103.84307915657297
21,0.0,254.79476109485566,-67.55962769025028,-52.766967461996785
22,0.0,794.3323897929922,-77.48488557308359,132.48724706339476
23,0.0,609.802836483094,-44.36529215763968,-86.11518767752257
24,0.0,112.45741719608637,-10.643915272290002,109.57186570974517
25,0.0,616.7138379159916,-4.04455234682581,41.28646004567972
26,0.0,6.128153656198787,8.715384789668192,-80.72697139019304
27,0.0,396.5225120348852,-86.36806188448209,36.86821831497639
28,0.0,85.90961421769828,-63.025313347879305,70.05607763526709
29,0.0,349.7447097294294,7.315876602047766,63.329191850162175
30,0.0,582.6142571147307,-23.801265848231665,54.409332343054956
31,0.0,735.984857809908,-81.18830395121138,126.19263632831144
32,0.0,456.27625239553436,-38.361789241799585,-66.47746627656765
33,0.0,973.6445615489305,-22.58872187197136,-148.15769129521513
34,0.0,794.2062439683806,-19.90190235829492,172.09694357466805
35,0.0,808.7988115199187,-61.925246150055266,-104.50306539290737
36,0.0,104.99839695168356,-23.953269098618634,17.86269689978579
37,0.0,650.2225631471731,1.050319121431869,169.1091380123138
38,0.0,766.8606123188871,41.08453945099768,-62.03582944515692
39,0.0,825.0875441072013,-27.457159374716007,35.14106272539249
40,0.0,322.1324133981468,-76.08941632390675,-176.8156249870993
41,0.0,196.71013811887238,26.009849639755544,3.9133477360500137
42,0.0,892.8599453316916,-70.6508504332936,-97.62064807595775
43,0.0,507.0747315460914,28.760276281208732,160.37902354818073
44,0.0,334.473868929531,-44.02601286649966,-55.34228008601559
45,0.0,506.0412218706195,-54.31644877250758,-103.83940487004922
46,0.0,706.4044124447524,52.416634357413955,131.41537475200641
47,0.0,947.6403697810681,-69.1777593011046,142.0275180400477
48,0.0,700.7364358632481,69.2659619375192,-153.69647174164146
49,0.0,623.6177590486823,14.526584306741128,136.4831885044557
